cantica;canto;cum_index;index;text;author
1;1;76;76;But you turn back. Why seek such grief and harm?;kirkpatrick
1;1;77;77;Why climb no higher up that lovely hill?;kirkpatrick
1;1;78;78;The cause and origin of joy shines there.’;kirkpatrick
1;1;79;79;‘So, could it be,’ I answered him (my brow,;kirkpatrick
1;1;80;80;in shy respect, bent low), ‘you are that Virgil,;kirkpatrick
1;1;81;81;whose words (a river running full) ﬂow wide?;kirkpatrick
1;1;82;82;You are the light and glory of all poets.;kirkpatrick
1;1;83;83;May this well serve me: my unending care, the love so;kirkpatrick
1;1;84;84;great, that’s made me search your writings through!;kirkpatrick
1;1;85;85;You are my teacher. You, my lord and law.;kirkpatrick
1;1;86;86;From you alone I took the ﬁne-tuned style;kirkpatrick
1;1;87;87;that has, already, brought me so much honour.;kirkpatrick
1;1;88;88;See there? That beast! I turned because of that.;kirkpatrick
1;1;89;89;Help me – your wisdom’s known – escape from her.;kirkpatrick
1;1;90;90;To every pulsing vein, she brings a tremor.’;kirkpatrick
1;1;91;91;Seeing my tears, he answered me: ‘There is;kirkpatrick
1;1;92;92;another road. And that, if you intend;kirkpatrick
1;1;93;93;to quit this wilderness, you’re bound to take.;kirkpatrick
1;1;94;94;That beast – you cry out at the very sight –;kirkpatrick
1;1;95;95;lets no one through who passes on her way.;kirkpatrick
1;1;96;96;"She blocks their progress; and there they all die.";kirkpatrick
1;1;97;97;She by her nature is cruel, so vicious;kirkpatrick
1;1;98;98;she never can sate her voracious will,;kirkpatrick
1;1;99;99;but, feasting well, is hungrier than before.;kirkpatrick
1;1;100;100;She couples, a mate to many a creature,;kirkpatrick
1;1;101;101;and will so with more, till at last there comes;kirkpatrick
1;1;102;102;the hunting hound that deals her death and pain.;kirkpatrick
1;1;103;103;He will not feed on dross or cash or gelt,;kirkpatrick
1;1;104;104;but thrive in wisdom, virtue and pure love.;kirkpatrick
1;1;105;105;Born he shall be between the felt and felt.;kirkpatrick
1;1;106;106;To all the shores where Italy bows down;kirkpatrick
1;1;107;107;(here chaste Camilla died of wounds, Turnus,;kirkpatrick
1;1;108;108;Euryalus and Nisus, too), he’ll bring true health.;kirkpatrick
1;1;109;109;Hunting that animal from every town,;kirkpatrick
1;1;110;110;at last he’ll chase her back once more to Hell,;kirkpatrick
1;1;111;111;from which invidia has set her loose.;kirkpatrick
1;1;112;112;Therefore, considering what’s best for you,;kirkpatrick
1;1;113;113;I judge that you should follow, I should guide,;kirkpatrick
1;1;114;114;and hence through an eternal space lead on.;kirkpatrick
1;1;115;115;There you shall hear shrill cries of desperation,;kirkpatrick
1;1;116;116;and see those spirits, mourning ancient pain,;kirkpatrick
1;1;117;117;who all cry out for death to come once more.;kirkpatrick
1;1;118;118;And then you’ll see those souls who live in ﬁre,;kirkpatrick
1;1;119;119;content to hope – whenever that time comes –;kirkpatrick
1;1;120;120;they too will be among the blessed choirs.;kirkpatrick
1;1;121;121;To which if you shall ever wish to rise,;kirkpatrick
1;1;122;122;a soul will come far worthier than me.;kirkpatrick
1;1;123;123;I must, at parting, leave you in her care.;kirkpatrick
1;1;124;124;Reigning on high, there is an Emperor;kirkpatrick
1;1;125;125;who, since I was a rebel to His law,;kirkpatrick
1;1;126;126;will not allow His city as my goal.;kirkpatrick
1;1;127;127;He rules there, sovereign over every part.;kirkpatrick
1;1;128;128;There stands His capital, His lofty throne.;kirkpatrick
1;1;129;129;Happy the one He chooses for His own.’;kirkpatrick
1;1;130;130;‘Poet,’ I answered, ‘by that God whose name;kirkpatrick
1;1;131;131;you never knew, I beg you, I entreat –;kirkpatrick
1;1;132;132;so I may ﬂee this ill and worse – that you;kirkpatrick
1;1;133;133;now lead me on to where you’ve spoken of,;kirkpatrick
1;1;134;134;to ﬁnd the gate where now Saint Peter stands,;kirkpatrick
1;1;135;135;and all those souls that you say are so sad.’;kirkpatrick
1;1;136;136;"He made to move; and I came close behind.";kirkpatrick
1;2;137;1;Daylight was leaving us, and darkened air;kirkpatrick
1;2;138;2;drawing those creatures that there are on earth;kirkpatrick
1;2;139;3;from all their labours. I alone, I was;kirkpatrick
1;2;140;4;the only one preparing, as in war,;kirkpatrick
1;2;141;5;to onward-march and bear the agony;kirkpatrick
1;2;142;6;that thought will now unfailingly relate.;kirkpatrick
1;2;143;7;I call the Muses. You great Heights of Mind;kirkpatrick
1;2;144;8;bring help to me. You, Memory, wrote down all I saw.;kirkpatrick
1;2;145;9;Now shall be seen the greatness of your power.;kirkpatrick
1;2;146;10;‘You,’ I began, ‘my poet and my guide,;kirkpatrick
1;2;147;11;look at me hard. Am I in spirit strong enough;kirkpatrick
1;2;148;12;for you to trust me on this arduous road?;kirkpatrick
1;2;149;13;As you once told, the sire of Silvius;kirkpatrick
1;2;150;14;travelled, though still in fragile ﬂesh, to realms immortal,;kirkpatrick
1;2;151;15;and his senses all alive.;kirkpatrick
1;2;152;16;Nor will it seem (to those of intellect);kirkpatrick
1;2;153;17;unﬁtting if the enemy of ill;kirkpatrick
1;2;154;18;should thus so greatly favour him, recalling;kirkpatrick
1;2;155;19;what ﬂowed from him, his name and who he was.;kirkpatrick
1;2;156;20;He was ordained, in empyrean skies,;kirkpatrick
1;2;157;21;father of Rome – its noble heart and empire.;kirkpatrick
1;2;158;22;To speak the truth: that city – and the sphere;kirkpatrick
1;2;159;23;it ruled – was founded as the sacred seat;kirkpatrick
1;2;160;24;for all inheritors of great Saint Peter.;kirkpatrick
1;2;161;25;You have proclaimed the glory of that march.;kirkpatrick
1;2;162;26;He on his way heard prophecies that led;kirkpatrick
1;2;163;27;to all his triumphs and the papal stole.;kirkpatrick
1;2;164;28;And then Saint Paul, the chosen Vessel, came –;kirkpatrick
1;2;165;29;to carry back a strengthening of that faith;kirkpatrick
1;2;166;30;from which salvation always must begin.;kirkpatrick
1;2;167;31;But me? Why me? Who says I can? I’m not;kirkpatrick
1;2;168;32;your own Aeneas. I am not Saint Paul.;kirkpatrick
1;2;169;33;No one – not me! – could think I’m ﬁt for this.;kirkpatrick
1;2;170;34;Surrendering, I’ll say I’ll come. I fear;kirkpatrick
1;2;171;35;this may be lunacy. You, though, are wise.;kirkpatrick
1;2;172;36;You know me better than my own words say.’;kirkpatrick
1;2;173;37;And so – as though unwanting every want,;kirkpatrick
1;2;174;38;so altering all at every altering thought,;kirkpatrick
1;2;175;39;now drawing back from everything begun –;kirkpatrick
1;2;176;40;I stood there on the darkened slope, fretting;kirkpatrick
1;2;177;41;away from thought to thought the bold intent;kirkpatrick
1;2;178;42;that seemed so very urgent at the outset.;kirkpatrick
1;2;179;43;‘Supposing I have heard your words aright,’;kirkpatrick
1;2;180;44;the shadow of that noble mind replied,;kirkpatrick
1;2;181;45;‘your heart is struck with ignominious dread.;kirkpatrick
1;2;182;46;This, very often, is the stumbling block;kirkpatrick
1;2;183;47;that turns a noble enterprise oﬀ-course –;kirkpatrick
1;2;184;48;as beasts will balk at shadows falsely seen.;kirkpatrick
1;2;185;49;I mean that you should free yourself from fear,;kirkpatrick
1;2;186;50;and therefore I will say why ﬁrst I came,;kirkpatrick
1;2;187;51;and what – when ﬁrst I grieved for you – I heard.;kirkpatrick
1;2;188;52;With those I was whose lives are held in poise.;kirkpatrick
1;2;189;53;And then I heard a lady call – so blessed,;kirkpatrick
1;2;190;54;so beautiful – I begged her tell me all she wished.;kirkpatrick
1;2;191;55;Her eyes were shining brighter than the stars.;kirkpatrick
1;2;192;56;Then gently, softly, calmly, she began,;kirkpatrick
1;2;193;57;speaking, as angels might, in her own tongue:;kirkpatrick
1;2;194;58;“You, Mantuan, so courteous in spirit,;kirkpatrick
1;2;195;59;your fame endures undimmed throughout the world, and;kirkpatrick
1;2;196;60;shall endure as still that world moves onwards.;kirkpatrick
1;2;197;61;A man most dear to me – though not to fate –;kirkpatrick
1;2;198;62;is so entrammelled on the lonely hill;kirkpatrick
1;2;199;63;that now he turns, all terror, from the way.;kirkpatrick
1;2;200;64;My fear must be he’s so bewildered there;kirkpatrick
1;2;201;65;that – hearing all I’ve heard of him in Heaven – I rise too;kirkpatrick
1;2;202;66;late to bring him any aid.;kirkpatrick
1;2;203;67;Now make your way. With all your eloquence,;kirkpatrick
1;2;204;68;and all that his deliverance demands,;kirkpatrick
1;2;205;69;lend him your help so I shall be consoled.;kirkpatrick
1;2;206;70;For me you’ll go, since I am Beatrice.;kirkpatrick
1;2;207;71;And I have come from where I long to be.;kirkpatrick
1;2;208;72;Love is my mover, source of all I say.;kirkpatrick
1;2;209;73;When I again appear before my Lord,;kirkpatrick
1;2;210;74;then I shall often speak your praise to Him.”;kirkpatrick
1;2;211;75;She now fell silent. I began to speak:;kirkpatrick
1;2;212;76;“Lady of worth and truth, through you alone;kirkpatrick
1;2;213;77;the human race goes far beyond that bourne;kirkpatrick
1;2;214;78;set by the moon’s sphere, smallest of all the skies.;kirkpatrick
1;2;215;79;To me, so welcome is your least command,;kirkpatrick
1;2;216;80;I’d be too slow had I obeyed by now.;kirkpatrick
1;2;217;81;You need no more declare to me your will.;kirkpatrick
1;2;218;82;But tell me why you take so little care;kirkpatrick
1;2;219;83;and, down to this dead middle point, you leave;kirkpatrick
1;2;220;84;the spacious circle where you burn to go.”;kirkpatrick
1;2;221;85;“Since you desire to know so inwardly,;kirkpatrick
1;2;222;86;then brieﬂy,” she replied, “I’ll tell you why;kirkpatrick
1;2;223;87;I feel no dread at entering down here.;kirkpatrick
1;2;224;88;We dread an object when (but only when);kirkpatrick
1;2;225;89;that object has the power to do some harm.;kirkpatrick
1;2;226;90;Nothing can otherwise occasion fear.;kirkpatrick
1;2;227;91;I was created by the grace of God –;kirkpatrick
1;2;228;92;and so untouched by all your wretchedness.;kirkpatrick
1;2;229;93;Nor can the ﬂames of this great ﬁre assail me.;kirkpatrick
1;2;230;94;In Heaven, a Lady, gracious, good and kind,;kirkpatrick
1;2;231;95;grieves at the impasse that I send you to,;kirkpatrick
1;2;232;96;and, weeping, rives the high, unbending rule.;kirkpatrick
1;2;233;97;She called Lucia, seeking her reply.;kirkpatrick
1;2;234;98;‘Your faithful one,’ she said to her, ‘has now;kirkpatrick
1;2;235;99;great need of you. I give him to your care.’;kirkpatrick
1;2;236;100;Lucia is the enemy of harm.;kirkpatrick
1;2;237;101;Leaving her place, she came at once to where;kirkpatrick
1;2;238;102;I sat – Rachel, long-famed, along with me.;kirkpatrick
1;2;239;103;‘You, Beatrice, are, in truth, God’s praise.;kirkpatrick
1;2;240;104;Why not,’ she said, ‘make haste to him? He loves you,;kirkpatrick
1;2;241;105;and, loving you, he left the common herd.;kirkpatrick
1;2;242;106;Can you not hear the pity of his tears?;kirkpatrick
1;2;243;107;Do you not see the death that beats him down,;kirkpatrick
1;2;244;108;swirling in torrents that no sea could boast?’;kirkpatrick
1;2;245;109;No one on earth has ever run more rapidly;kirkpatrick
1;2;246;110;to seek advantage or else ﬂee from harm,;kirkpatrick
1;2;247;111;than I in coming – when her words were done –;kirkpatrick
1;2;248;112;down from that throne of happiness, to trust;kirkpatrick
1;2;249;113;in your great words, their dignity and truth.;kirkpatrick
1;2;250;114;These honour you and those who hear you speak.”;kirkpatrick
1;2;251;115;When she had said her say, in tears, she turned;kirkpatrick
1;2;252;116;her eyes away – which shone as she was weeping.;kirkpatrick
1;2;253;117;And this made me far quicker still for you.;kirkpatrick
1;2;254;118;So now, as she had willed, I made my way,;kirkpatrick
1;2;255;119;to raise you from the face of that brute beast;kirkpatrick
1;2;256;120;that stole your pathway up that lovely hill.;kirkpatrick
1;2;257;121;What is it, then? What’s wrong? Why still delay?;kirkpatrick
1;2;258;122;Why fondle in your heart such feebleness?;kirkpatrick
1;2;259;123;Why wait? Be forthright, brave and resolute.;kirkpatrick
1;2;260;124;Three ladies of the court of Paradise,;kirkpatrick
1;2;261;125;in utmost happiness watch over you.;kirkpatrick
1;2;262;126;My own words promise you the utmost good.’;kirkpatrick
1;2;263;127;As little ﬂowers bend low on freezing nights,;kirkpatrick
1;2;264;128;closed tight, but then, as sunlight whitens them, grow;kirkpatrick
1;2;265;129;upright on their stems and fully open,;kirkpatrick
1;2;266;130;now so did I. My wearied powers reviving,;kirkpatrick
1;2;267;131;there ran such wealth of boldness to my heart;kirkpatrick
1;2;268;132;that openly – all new and free – I now began:;kirkpatrick
1;2;269;133;‘How quick in compassion her aid to me!;kirkpatrick
1;2;270;134;And you – so courteous, prompt to accede;kirkpatrick
1;2;271;135;to all the words of truth that she has oﬀered!;kirkpatrick
1;2;272;136;You, as you speak, have so disposed my heart;kirkpatrick
1;2;273;137;in keen desire to journey on the way;kirkpatrick
1;2;274;138;that I return to ﬁnd my ﬁrst good purpose.;kirkpatrick
1;2;275;139;Set oﬀ! A single will inspires us both.;kirkpatrick
1;2;276;140;You are my lord, my leader and true guide.’;kirkpatrick
1;2;277;141;All this I said to him as he moved on.;kirkpatrick
1;2;278;142;I entered on that deep and wooded road.;kirkpatrick
1;3;279;1;‘Through me you go to the grief-wracked city.;kirkpatrick
1;3;280;2;Through me to everlasting pain you go.;kirkpatrick
1;3;281;3;Through me you go and pass among lost souls.;kirkpatrick
1;3;282;4;Justice inspired my exalted Creator.;kirkpatrick
1;3;283;5;I am a creature of the Holiest Power,;kirkpatrick
1;3;284;6;of Wisdom in the Highest and of Primal Love.;kirkpatrick
1;3;285;7;Nothing till I was made was made, only;kirkpatrick
1;3;286;8;eternal beings. And I endure eternally.;kirkpatrick
1;3;287;9;Surrender as you enter every hope you have.’;kirkpatrick
1;3;288;10;These were the words that – written in dark tones –;kirkpatrick
1;3;289;11;I saw there, on the summit of a door.;kirkpatrick
1;3;290;12;I turned: ‘Their meaning, sir, for me is hard.’;kirkpatrick
1;3;291;13;And he in answering (as though he understood):;kirkpatrick
1;3;292;14;‘You needs must here surrender all your doubts.;kirkpatrick
1;3;293;15;All taint of cowardice must here be dead.;kirkpatrick
1;3;294;16;We now have come where, as I have said, you’ll see;kirkpatrick
1;3;295;17;in suﬀering the souls of those who’ve lost;kirkpatrick
1;3;296;18;the good that intellect desires to win.’;kirkpatrick
1;3;297;19;And then he placed his hand around my own,;kirkpatrick
1;3;298;20;he smiled, to give me some encouragement,;kirkpatrick
1;3;299;21;and set me on to enter secret things.;kirkpatrick
1;3;300;22;Sighing, sobbing, moans and plaintive wailing;kirkpatrick
1;3;301;23;all echoed here through air where no star shone,;kirkpatrick
1;3;302;24;and I, as this began, began to weep.;kirkpatrick
1;3;303;25;Discordant tongues, harsh accents of horror,;kirkpatrick
1;3;304;26;tormented words, the twang of rage, strident;kirkpatrick
1;3;305;27;voices, the sound, as well, of smacking hands,;kirkpatrick
1;3;306;28;together these all stirred a storm that swirled;kirkpatrick
1;3;307;29;for ever in the darkened air where no time was,;kirkpatrick
1;3;308;30;as sand swept up in breathing spires of wind.;kirkpatrick
1;3;309;31;I turned, my head tight-bound in confusion,;kirkpatrick
1;3;310;32;to say to my master: ‘What is it that I hear?;kirkpatrick
1;3;311;33;Who can these be, so overwhelmed by pain?’;kirkpatrick
1;3;312;34;‘This baleful condition is one,’ he said,;kirkpatrick
1;3;313;35;‘that grips those souls whose lives, contemptibly, were;kirkpatrick
1;3;314;36;void alike of honour and ill fame.;kirkpatrick
1;3;315;37;These all co-mingle with a noisome choir;kirkpatrick
1;3;316;38;of angels who – not rebels, yet not true;kirkpatrick
1;3;317;39;to God – existed for themselves alone.;kirkpatrick
1;3;318;40;To keep their beauty whole, the Heavens spurned them.;kirkpatrick
1;3;319;41;Nor would the depths of Hell receive them in,;kirkpatrick
1;3;320;42;lest truly wicked souls boast over them.’;kirkpatrick
1;3;321;43;And I: ‘What can it be, so harsh, so heavy,;kirkpatrick
1;3;322;44;that draws such loud lamentings from these crowds?’;kirkpatrick
1;3;323;45;And he replied: ‘My answer can be brief:;kirkpatrick
1;3;324;46;These have no hope that death will ever come.;kirkpatrick
1;3;325;47;And so degraded is the life they lead;kirkpatrick
1;3;326;48;all look with envy on all other fates.;kirkpatrick
1;3;327;49;The world allows no glory to their name.;kirkpatrick
1;3;328;50;Mercy and Justice alike despise them.;kirkpatrick
1;3;329;51;Let us not speak of them. Look, then pass on.’;kirkpatrick
1;3;330;52;I did look, intently. I saw a banner;kirkpatrick
1;3;331;53;running so rapidly, whirling forwards,;kirkpatrick
1;3;332;54;that nothing, it seemed, would ever grant a pause.;kirkpatrick
1;3;333;55;Drawn by that banner was so long a trail;kirkpatrick
1;3;334;56;of men and women I should not have thought;kirkpatrick
1;3;335;57;that death could ever have unmade so many.;kirkpatrick
1;3;336;58;A few I recognized. And then I saw –;kirkpatrick
1;3;337;59;and knew beyond all doubt – the shadow of the one;kirkpatrick
1;3;338;60;who made, from cowardice, the great denial.;kirkpatrick
1;3;339;61;So I, at that instant, was wholly sure;kirkpatrick
1;3;340;62;this congregation was that worthless mob;kirkpatrick
1;3;341;63;loathsome alike to God and their own enemies.;kirkpatrick
1;3;342;64;These wretched souls were never truly live.;kirkpatrick
1;3;343;65;They now went naked and were sharply spurred;kirkpatrick
1;3;344;66;by wasps and hornets, thriving all around.;kirkpatrick
1;3;345;67;The insects streaked the face of each with blood.;kirkpatrick
1;3;346;68;"Mixing with tears, the lines ran down; and then";kirkpatrick
1;3;347;69;were garnered at their feet by ﬁlthy worms.;kirkpatrick
1;3;348;70;And when I’d got myself to look beyond,;kirkpatrick
1;3;349;71;others, I saw, were ranged along the bank;kirkpatrick
1;3;350;72;of some great stream. ‘Allow me, sir,’ I said,;kirkpatrick
1;3;351;73;‘to know who these might be. What drives them on,;kirkpatrick
1;3;352;74;and makes them all (as far, in this weak light,;kirkpatrick
1;3;353;75;as I discern) so eager for the crossing?’;kirkpatrick
1;3;354;76;‘That will, of course, be clear to you,’ he said,;kirkpatrick
1;3;355;77;‘when once our footsteps are set ﬁrm upon;kirkpatrick
1;3;356;78;the melancholic shores of Acheron.’;kirkpatrick
1;3;357;79;At this – ashamed, my eyes cast humbly down,;kirkpatrick
1;3;358;80;fearing my words had weighed on him too hard –;kirkpatrick
1;3;359;81;I held my tongue until we reached the stream.;kirkpatrick
1;3;360;82;Look now! Towards us in a boat there came;kirkpatrick
1;3;361;83;an old man, yelling, hair all white and aged,;kirkpatrick
1;3;362;84;‘Degenerates! Your fate is sealed! Cry woe!;kirkpatrick
1;3;363;85;Don’t hope you’ll ever see the skies again!;kirkpatrick
1;3;364;86;I’m here to lead you to the farther shore,;kirkpatrick
1;3;365;87;into eternal shadow, heat and chill.;kirkpatrick
1;3;366;88;And you there! You! Yes, you, the living soul!;kirkpatrick
1;3;367;89;Get right away from this gang! These are dead.’;kirkpatrick
1;3;368;90;But then, on seeing that I did not move:;kirkpatrick
1;3;369;91;‘You will arrive by other paths and ports.;kirkpatrick
1;3;370;92;You’ll start your journey from a diﬀerent beach.;kirkpatrick
1;3;371;93;A lighter hull must carry you across.’;kirkpatrick
1;3;372;94;‘Charon,’ my leader, ‘don’t torment yourself.;kirkpatrick
1;3;373;95;For this is willed where all is possible;kirkpatrick
1;3;374;96;that is willed there. And so demand no more.’;kirkpatrick
1;3;375;97;The ﬂeecy wattles of the ferry man –;kirkpatrick
1;3;376;98;who plied across the liverish swamp, eyeballs;kirkpatrick
1;3;377;99;encircled by two wheels of ﬂame – fell mute.;kirkpatrick
1;3;378;100;But not the other souls. Naked and drained,;kirkpatrick
1;3;379;101;their complexions changed. Their teeth began;kirkpatrick
1;3;380;102;(hearing his raw command) to gnash and grind.;kirkpatrick
1;3;381;103;They raged, blaspheming God and their own kin,;kirkpatrick
1;3;382;104;the human race, the place and time, the seed;kirkpatrick
1;3;383;105;from which they’d sprung, the day that they’d been born.;kirkpatrick
1;3;384;106;And then they came together all as one,;kirkpatrick
1;3;385;107;wailing aloud along the evil margin;kirkpatrick
1;3;386;108;that waits for all who have no fear of God.;kirkpatrick
1;3;387;109;Charon the demon, with his hot-coal eyes,;kirkpatrick
1;3;388;110;glared what he meant to do. He swept all in.;kirkpatrick
1;3;389;111;He struck at any dawdler with his oar.;kirkpatrick
1;3;390;112;In autumn, leaves are lifted, one by one,;kirkpatrick
1;3;391;113;away until the branch looks down and sees;kirkpatrick
1;3;392;114;its tatters all arrayed upon the ground.;kirkpatrick
1;3;393;115;In that same way did Adam’s evil seed;kirkpatrick
1;3;394;116;hurtle, in sequence, from the river rim,;kirkpatrick
1;3;395;117;as birds that answer to their handler’s call.;kirkpatrick
1;3;396;118;Then oﬀ they went, to cross the darkened ﬂood.;kirkpatrick
1;3;397;119;And, long before they’d landed over there,;kirkpatrick
1;3;398;120;another ﬂock assembled in their stead.;kirkpatrick
1;3;399;121;Attentively, my master said: ‘All those,;kirkpatrick
1;3;400;122;dear son, who perish in the wrath of God,;kirkpatrick
1;3;401;123;meet on this shore, wherever they were born.;kirkpatrick
1;3;402;124;And they are eager to be shipped across.;kirkpatrick
1;3;403;125;Justice of God so spurs them all ahead;kirkpatrick
1;3;404;126;that fear in them becomes that sharp desire.;kirkpatrick
1;3;405;127;But no good soul will ever leave from here.;kirkpatrick
1;3;406;128;And so when Charon thus complains of you,;kirkpatrick
1;3;407;129;you may well grasp the sense that sounds within.’;kirkpatrick
1;3;408;130;His words now done, the desolate terrain;kirkpatrick
1;3;409;131;trembled with such great violence that the thought soaks;kirkpatrick
1;3;410;132;me once more in a terriﬁed sweat.;kirkpatrick
1;3;411;133;The tear-drenched earth gave out a gust of wind,;kirkpatrick
1;3;412;134;erupting in a ﬂash of bright vermilion,;kirkpatrick
1;3;413;135;that overwhelmed all conscious sentiment.;kirkpatrick
1;3;414;136;I fell like someone gripped by sudden sleep.;kirkpatrick
1;4;415;1;Thunder rolling heavily in my head;kirkpatrick
1;4;416;2;shattered my deep sleep. Startled, I awoke –;kirkpatrick
1;4;417;3;as though just shaken in some violent grip.;kirkpatrick
1;4;418;4;And then once more my sight grew ﬁrm and ﬁxed.;kirkpatrick
1;4;419;5;Now upright and again afoot, I scanned,;kirkpatrick
1;4;420;6;intently, all around to view where I might be.;kirkpatrick
1;4;421;7;I found I’d reached – and this is true – the edge;kirkpatrick
1;4;422;8;of the abyss, that cavern of grief and pain;kirkpatrick
1;4;423;9;that rings a peal of endless miseries.;kirkpatrick
1;4;424;10;The pit, so dark, so wreathed in cloud, went down;kirkpatrick
1;4;425;11;so far that – peering towards its deepest ﬂoor – I still could;kirkpatrick
1;4;426;12;not discern a single thing.;kirkpatrick
1;4;427;13;‘Let us descend,’ the poet now began,;kirkpatrick
1;4;428;14;‘and enter this blind world.’ His face was pale.;kirkpatrick
1;4;429;15;‘I shall go ﬁrst. Then you come close behind.’;kirkpatrick
1;4;430;16;I was aware of his altered colour.;kirkpatrick
1;4;431;17;‘How can I come, when you,’ I said, ‘my strength in every;kirkpatrick
1;4;432;18;time of doubt, are terriﬁed?’;kirkpatrick
1;4;433;19;‘It is the agony,’ he answered me,;kirkpatrick
1;4;434;20;‘of those below that paints my features thus –;kirkpatrick
1;4;435;21;not fear, as you suppose it is, but pity.;kirkpatrick
1;4;436;22;Let us go on. The long road spurs our pace.’;kirkpatrick
